n_robots,mode,container,t_rel_s,cpu_percent,mem_mb,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
4,continuous,robot3-sidecar,100,4.84,65.02,0.0,0.555,1.202,1.12
4,continuous,robot3-sidecar,101,4.14,65.15,0.0,0.555,1.208,1.122
4,continuous,robot3-sidecar,102,9.19,78.92,0.0,0.562,1.214,1.125
4,continuous,robot3-sidecar,104,5.35,43.18,0.0,0.578,1.272,1.204
4,continuous,robot3-sidecar,105,7.99,45.68,0.0,0.578,1.293,1.231
4,continuous,robot3-sidecar,106,9.82,49.82,0.0,0.602,1.321,1.264
4,continuous,robot3-sidecar,107,7.38,41.27,0.0,0.602,1.343,1.291
4,continuous,robot3-sidecar,108,6.24,41.14,0.0,0.625,1.355,1.301
4,continuous,robot3-sidecar,109,5.46,41.18,0.0,0.625,1.362,1.303
4,continuous,robot3-sidecar,110,4.41,41.14,0.0,0.633,1.369,1.306
4,continuous,robot3-sidecar,111,4.32,41.14,0.0,0.633,1.374,1.308
4,continuous,robot3-sidecar,112,4.89,41.15,0.0,0.641,1.381,1.311
4,continuous,robot3-sidecar,113,5.15,41.15,0.0,0.641,1.386,1.312
4,continuous,robot3-sidecar,114,4.87,41.14,0.0,0.648,1.392,1.315
4,continuous,robot3-sidecar,115,4.32,41.16,0.0,0.648,1.398,1.317
4,continuous,robot3-sidecar,116,5.03,41.15,0.0,0.656,1.404,1.32
4,continuous,robot3-sidecar,117,3.89,41.17,0.0,0.656,1.409,1.322
4,continuous,robot3-sidecar,118,4.32,41.14,0.0,0.664,1.416,1.325
4,continuous,robot3-sidecar,119,3.88,41.14,0.0,0.68,1.42,1.326
4,continuous,robot3-sidecar,121,5.26,41.16,0.0,0.68,1.42,1.326
4,continuous,robot3-sidecar,122,4.63,41.15,0.0,0.68,1.42,1.326
4,continuous,robot4-sidecar,0,13.19,52.04,0.0,0.039,0.112,0.125
4,continuous,robot4-sidecar,1,7.52,51.98,0.0,0.039,0.132,0.149
4,continuous,robot4-sidecar,2,8.61,52.02,0.0,0.047,0.157,0.178
4,continuous,robot4-sidecar,3,8.92,52.11,0.0,0.047,0.178,0.203
4,continuous,robot4-sidecar,4,6.76,52.28,0.0,0.062,0.196,0.221
4,continuous,robot4-sidecar,5,4.76,52.7,0.0,0.062,0.202,0.223
4,continuous,robot4-sidecar,6,4.07,52.89,0.0,0.07,0.209,0.226
4,continuous,robot4-sidecar,7,3.98,53.2,0.0,0.07,0.214,0.228
4,continuous,robot4-sidecar,8,4.82,53.67,0.0,0.078,0.22,0.231
4,continuous,robot4-sidecar,9,4.14,53.99,0.0,0.078,0.225,0.232
4,continuous,robot4-sidecar,10,4.2,54.4,0.0,0.086,0.232,0.235
4,continuous,robot4-sidecar,11,4.11,54.76,0.0,0.086,0.237,0.237
4,continuous,robot4-sidecar,12,4.29,55.02,0.0,0.094,0.243,0.24
4,continuous,robot4-sidecar,13,5.71,55.4,0.0,0.094,0.249,0.242
4,continuous,robot4-sidecar,14,4.69,55.62,0.0,0.102,0.255,0.244
4,continuous,robot4-sidecar,15,4.25,55.8,0.0,0.102,0.261,0.246
4,continuous,robot4-sidecar,16,4.32,56.11,0.0,0.109,0.267,0.249
4,continuous,robot4-sidecar,17,4.12,56.33,0.0,0.109,0.272,0.251
4,continuous,robot4-sidecar,18,4.74,56.62,0.0,0.117,0.279,0.254
4,continuous,robot4-sidecar,19,5.17,56.87,0.0,0.117,0.284,0.256
4,continuous,robot4-sidecar,20,14.11,71.54,0.0,0.125,0.303,0.28
4,continuous,robot4-sidecar,21,9.86,71.58,0.0,0.125,0.336,0.328
4,continuous,robot4-sidecar,22,8.65,71.59,0.0,0.133,0.363,0.363
4,continuous,robot4-sidecar,23,7.14,71.61,0.0,0.133,0.385,0.389
4,continuous,robot4-sidecar,24,8.06,71.63,0.0,0.148,0.412,0.422
4,continuous,robot4-sidecar,25,7.95,71.76,0.0,0.148,0.434,0.448
4,continuous,robot4-sidecar,26,6.12,71.64,0.0,0.164,0.446,0.458
4,continuous,robot4-sidecar,27,5.29,71.64,0.0,0.164,0.453,0.46
4,continuous,robot4-sidecar,28,4.07,71.66,0.0,0.172,0.459,0.463
4,continuous,robot4-sidecar,29,4.12,71.66,0.0,0.172,0.465,0.465
4,continuous,robot4-sidecar,30,4.08,71.8,0.0,0.18,0.471,0.468
4,continuous,robot4-sidecar,31,4.15,71.72,0.0,0.18,0.476,0.47
4,continuous,robot4-sidecar,32,5.09,71.69,0.0,0.188,0.483,0.473
4,continuous,robot4-sidecar,33,4.01,71.81,0.0,0.188,0.488,0.474
4,continuous,robot4-sidecar,34,4.56,71.7,0.0,0.195,0.494,0.477
4,continuous,robot4-sidecar,35,4.29,71.84,0.0,0.195,0.499,0.479
4,continuous,robot4-sidecar,36,4.33,71.84,0.0,0.203,0.505,0.482
4,continuous,robot4-sidecar,37,3.82,71.71,0.0,0.203,0.511,0.483
4,continuous,robot4-sidecar,38,5.39,71.72,0.0,0.211,0.517,0.486
4,continuous,robot4-sidecar,40,5.24,71.85,0.0,0.211,0.523,0.488
4,continuous,robot4-sidecar,41,12.77,67.44,0.0,0.219,0.534,0.499
4,continuous,robot4-sidecar,42,10.76,43.0,0.0,0.219,0.566,0.548
4,continuous,robot4-sidecar,43,8.59,43.0,0.0,0.227,0.59,0.576
4,continuous,robot4-sidecar,44,8.47,45.47,0.0,0.227,0.611,0.601
4,continuous,robot4-sidecar,45,9.86,49.82,0.0,0.25,0.639,0.635
4,continuous,robot4-sidecar,46,9.0,41.76,0.0,0.25,0.661,0.661
4,continuous,robot4-sidecar,47,4.94,41.51,0.0,0.266,0.671,0.667
4,continuous,robot4-sidecar,48,3.75,41.5,0.0,0.266,0.677,0.669
4,continuous,robot4-sidecar,49,4.07,41.5,0.0,0.273,0.683,0.671
4,continuous,robot4-sidecar,50,4.09,41.51,0.0,0.273,0.689,0.673
4,continuous,robot4-sidecar,51,3.96,41.53,0.0,0.281,0.695,0.676
4,continuous,robot4-sidecar,52,3.86,41.5,0.0,0.281,0.7,0.678
4,continuous,robot4-sidecar,53,4.62,41.5,0.0,0.289,0.707,0.681
4,continuous,robot4-sidecar,54,5.39,41.5,0.0,0.289,0.712,0.683
4,continuous,robot4-sidecar,55,4.41,41.59,0.0,0.297,0.719,0.686
4,continuous,robot4-sidecar,56,4.08,41.52,0.0,0.297,0.724,0.687
4,continuous,robot4-sidecar,57,4.21,41.5,0.0,0.305,0.731,0.69
4,continuous,robot4-sidecar,58,4.49,41.5,0.0,0.305,0.736,0.692
4,continuous,robot4-sidecar,59,4.05,41.5,0.0,0.312,0.742,0.695
4,continuous,robot4-sidecar,60,4.47,41.5,0.0,0.32,0.749,0.698
4,continuous,robot4-sidecar,61,3.94,41.51,0.0,0.32,0.755,0.7
4,continuous,robot4-sidecar,62,15.9,53.06,0.0,0.336,0.782,0.737
4,continuous,robot4-sidecar,63,8.35,53.06,0.0,0.336,0.802,0.761
4,continuous,robot4-sidecar,64,8.83,53.08,0.0,0.359,0.829,0.793
4,continuous,robot4-sidecar,65,7.44,53.12,0.0,0.359,0.851,0.82
4,continuous,robot4-sidecar,66,8.18,54.17,0.0,0.383,0.872,0.844
4,continuous,robot4-sidecar,67,3.86,54.45,0.0,0.383,0.879,0.846
4,continuous,robot4-sidecar,68,4.28,54.81,0.0,0.391,0.886,0.848
4,continuous,robot4-sidecar,69,4.6,55.12,0.0,0.391,0.891,0.85
4,continuous,robot4-sidecar,70,5.61,55.57,0.0,0.398,0.898,0.853
4,continuous,robot4-sidecar,71,4.26,55.89,0.0,0.398,0.903,0.855
4,continuous,robot4-sidecar,72,4.26,56.45,0.0,0.406,0.91,0.858
4,continuous,robot4-sidecar,73,4.39,56.51,0.0,0.406,0.915,0.86
4,continuous,robot4-sidecar,74,4.62,57.07,0.0,0.414,0.921,0.863
4,continuous,robot4-sidecar,75,4.03,57.31,0.0,0.414,0.927,0.865
4,continuous,robot4-sidecar,76,4.0,57.64,0.0,0.422,0.933,0.867
4,continuous,robot4-sidecar,77,4.91,57.99,0.0,0.422,0.939,0.869
4,continuous,robot4-sidecar,78,4.11,58.29,0.0,0.43,0.945,0.872
4,continuous,robot4-sidecar,79,4.52,58.65,0.0,0.43,0.951,0.874
4,continuous,robot4-sidecar,80,4.72,59.05,0.0,0.438,0.957,0.877
4,continuous,robot4-sidecar,81,4.02,59.39,0.0,0.438,0.963,0.879
4,continuous,robot4-sidecar,82,14.65,73.63,0.0,0.453,0.979,0.901
4,continuous,robot4-sidecar,83,10.51,73.65,0.0,0.453,1.014,0.952
4,continuous,robot4-sidecar,84,9.44,73.68,0.0,0.461,1.044,0.993
4,continuous,robot4-sidecar,85,8.46,73.82,0.0,0.461,1.066,1.019
4,continuous,robot4-sidecar,86,8.68,73.71,0.0,0.469,1.091,1.049
4,continuous,robot4-sidecar,87,7.94,74.06,0.0,0.469,1.113,1.076
4,continuous,robot4-sidecar,88,6.74,76.15,0.0,0.492,1.13,1.093
4,continuous,robot4-sidecar,89,5.5,76.46,0.0,0.492,1.137,1.095
4,continuous,robot4-sidecar,90,4.3,76.9,0.0,0.5,1.144,1.098
4,continuous,robot4-sidecar,91,5.21,77.18,0.0,0.5,1.149,1.1
4,continuous,robot4-sidecar,92,4.2,77.59,0.0,0.508,1.156,1.102
4,continuous,robot4-sidecar,93,4.15,77.89,0.0,0.508,1.161,1.104
4,continuous,robot4-sidecar,94,3.99,78.26,0.0,0.516,1.167,1.107
4,continuous,robot4-sidecar,95,4.0,78.61,0.0,0.516,1.173,1.109
4,continuous,robot4-sidecar,96,4.67,79.01,0.0,0.523,1.179,1.112
4,continuous,robot4-sidecar,97,4.11,79.3,0.0,0.523,1.184,1.114
4,continuous,robot4-sidecar,98,5.25,65.23,0.0,0.531,1.191,1.116
4,continuous,robot4-sidecar,99,5.57,65.4,0.0,0.531,1.196,1.118
4,continuous,robot4-sidecar,100,5.2,65.74,0.0,0.539,1.203,1.121
4,continuous,robot4-sidecar,101,4.25,65.86,0.0,0.539,1.208,1.123
4,continuous,robot4-sidecar,102,12.15,79.66,0.0,0.547,1.218,1.131
4,continuous,robot4-sidecar,103,10.75,56.83,0.0,0.555,1.251,1.181
4,continuous,robot4-sidecar,104,10.29,53.64,0.0,0.562,1.278,1.216
4,continuous,robot4-sidecar,105,9.25,47.37,0.0,0.562,1.301,1.243
4,continuous,robot4-sidecar,106,9.35,42.77,0.0,0.586,1.328,1.276
4,continuous,robot4-sidecar,107,7.31,42.8,0.0,0.586,1.35,1.302
4,continuous,robot4-sidecar,108,5.99,42.66,0.0,0.609,1.362,1.312
4,continuous,robot4-sidecar,109,5.45,42.67,0.0,0.609,1.368,1.314
4,continuous,robot4-sidecar,110,4.42,42.68,0.0,0.617,1.375,1.317
4,continuous,robot4-sidecar,111,3.8,42.66,0.0,0.617,1.38,1.319
4,continuous,robot4-sidecar,112,4.28,42.7,0.0,0.625,1.387,1.321
4,continuous,robot4-sidecar,113,3.97,42.66,0.0,0.625,1.392,1.323
4,continuous,robot4-sidecar,114,4.95,42.66,0.0,0.633,1.399,1.326
4,continuous,robot4-sidecar,115,3.7,42.66,0.0,0.633,1.404,1.328
4,continuous,robot4-sidecar,116,4.08,42.66,0.0,0.641,1.411,1.331
4,continuous,robot4-sidecar,117,4.06,42.67,0.0,0.641,1.416,1.333
4,continuous,robot4-sidecar,118,4.0,42.66,0.0,0.648,1.422,1.336
4,continuous,robot4-sidecar,119,4.32,42.66,0.0,0.664,1.426,1.337
4,continuous,robot4-sidecar,121,5.25,42.67,0.0,0.664,1.426,1.337
4,continuous,robot4-sidecar,122,3.64,42.67,0.0,0.664,1.426,1.337
4,continuous,secaas,0,0.13,62.89,0.0,1.953,0.053,0.066
4,continuous,secaas,1,11.63,63.0,0.0,1.969,0.063,0.078
4,continuous,secaas,2,23.55,63.04,0.0,1.992,0.087,0.109
4,continuous,secaas,3,5.84,63.04,0.0,2.0,0.089,0.112
4,continuous,secaas,4,5.51,63.05,0.0,2.0,0.091,0.114
4,continuous,secaas,5,5.63,63.04,0.0,2.008,0.093,0.117
4,continuous,secaas,6,5.71,63.17,0.0,2.008,0.094,0.12
4,continuous,secaas,7,4.97,63.04,0.0,2.016,0.096,0.122
4,continuous,secaas,8,4.59,63.04,0.0,2.016,0.098,0.125
4,continuous,secaas,9,5.46,63.17,0.0,2.023,0.1,0.128
4,continuous,secaas,10,5.05,63.16,0.0,2.023,0.101,0.13
4,continuous,secaas,11,4.89,63.05,0.0,2.031,0.103,0.133
4,continuous,secaas,12,4.93,63.15,0.0,2.031,0.105,0.136
4,continuous,secaas,13,5.76,63.05,0.0,2.039,0.107,0.139
4,continuous,secaas,14,4.93,63.17,0.0,2.039,0.108,0.141
4,continuous,secaas,15,4.83,63.17,0.0,2.047,0.11,0.144
4,continuous,secaas,16,5.39,63.07,0.0,2.047,0.112,0.147
4,continuous,secaas,17,5.29,63.17,0.0,2.055,0.114,0.15
4,continuous,secaas,18,4.77,63.05,0.0,2.055,0.116,0.152
4,continuous,secaas,19,5.21,63.05,0.0,2.062,0.118,0.155
4,continuous,secaas,20,5.36,63.05,0.0,2.062,0.119,0.157
4,continuous,secaas,21,5.53,63.05,0.0,2.07,0.121,0.16
4,continuous,secaas,22,5.41,63.18,0.0,2.07,0.122,0.163
4,continuous,secaas,23,24.67,63.09,0.0,2.133,0.154,0.202
4,continuous,secaas,24,5.44,63.09,0.0,2.133,0.156,0.204
4,continuous,secaas,25,6.29,63.21,0.0,2.141,0.158,0.207
4,continuous,secaas,26,5.18,63.12,0.0,2.141,0.159,0.21
4,continuous,secaas,27,5.08,63.1,0.0,2.148,0.161,0.213
4,continuous,secaas,28,4.6,63.09,0.0,2.148,0.163,0.215
4,continuous,secaas,29,4.82,63.09,0.0,2.156,0.165,0.218
4,continuous,secaas,30,4.71,63.21,0.0,2.156,0.166,0.221
4,continuous,secaas,31,6.35,63.22,0.0,2.164,0.168,0.224
4,continuous,secaas,32,5.02,63.09,0.0,2.164,0.17,0.226
4,continuous,secaas,33,5.57,63.21,0.0,2.172,0.172,0.229
4,continuous,secaas,34,4.79,63.09,0.0,2.172,0.173,0.232
4,continuous,secaas,35,6.22,63.09,0.0,2.18,0.175,0.234
4,continuous,secaas,36,5.14,63.09,0.0,2.18,0.177,0.237
4,continuous,secaas,37,4.99,63.21,0.0,2.188,0.179,0.24
4,continuous,secaas,38,5.15,63.09,0.0,2.188,0.18,0.242
4,continuous,secaas,40,5.12,63.09,0.0,2.195,0.182,0.245
4,continuous,secaas,41,4.84,63.11,0.0,2.195,0.184,0.248
4,continuous,secaas,42,5.52,63.1,0.0,2.203,0.186,0.251
4,continuous,secaas,43,6.42,63.11,0.0,2.203,0.187,0.253
4,continuous,secaas,44,28.81,63.13,0.0,2.273,0.219,0.292
4,continuous,secaas,45,5.44,63.17,0.0,2.273,0.221,0.294
4,continuous,secaas,46,6.77,63.14,0.0,2.281,0.223,0.297
4,continuous,secaas,47,5.23,63.14,0.0,2.281,0.224,0.3
4,continuous,secaas,48,5.38,63.13,0.0,2.289,0.226,0.303
4,continuous,secaas,49,5.08,63.13,0.0,2.289,0.228,0.305
4,continuous,secaas,50,4.9,63.13,0.0,2.297,0.23,0.308
4,continuous,secaas,51,4.37,63.14,0.0,2.297,0.231,0.311
4,continuous,secaas,52,5.68,63.3,0.0,2.305,0.233,0.313
4,continuous,secaas,53,4.98,63.3,0.0,2.312,0.235,0.316
4,continuous,secaas,54,5.22,63.13,0.0,2.312,0.236,0.319
4,continuous,secaas,55,6.04,63.13,0.0,2.32,0.238,0.321
4,continuous,secaas,56,5.13,63.28,0.0,2.32,0.24,0.324
4,continuous,secaas,57,5.0,63.23,0.0,2.328,0.242,0.327
4,continuous,secaas,58,7.24,63.14,0.0,2.328,0.244,0.33
4,continuous,secaas,59,4.76,63.27,0.0,2.328,0.245,0.332
4,continuous,secaas,60,5.23,63.26,0.0,2.336,0.247,0.336
4,continuous,secaas,61,5.21,63.14,0.0,2.344,0.249,0.339
4,continuous,secaas,62,5.0,63.18,0.0,2.344,0.251,0.341
4,continuous,secaas,63,9.06,63.26,0.0,2.375,0.257,0.35
4,continuous,secaas,64,22.41,63.17,0.0,2.445,0.284,0.382
4,continuous,secaas,65,5.93,63.17,0.0,2.453,0.286,0.385
4,continuous,secaas,66,5.85,63.19,0.0,2.453,0.288,0.388
4,continuous,secaas,67,5.78,63.18,0.0,2.461,0.289,0.391
4,continuous,secaas,68,4.97,63.18,0.0,2.461,0.291,0.393
4,continuous,secaas,69,5.24,63.17,0.0,2.469,0.293,0.396
4,continuous,secaas,70,4.75,63.17,0.0,2.469,0.294,0.398
4,continuous,secaas,71,5.5,63.17,0.0,2.477,0.296,0.401
4,continuous,secaas,72,4.98,63.18,0.0,2.477,0.298,0.404
4,continuous,secaas,73,5.77,63.17,0.0,2.484,0.3,0.407
4,continuous,secaas,74,5.11,63.3,0.0,2.484,0.301,0.409
4,continuous,secaas,75,4.53,63.17,0.0,2.492,0.303,0.412
4,continuous,secaas,76,6.01,63.2,0.0,2.492,0.305,0.415
4,continuous,secaas,77,4.48,63.2,0.0,2.5,0.307,0.418
4,continuous,secaas,78,6.14,63.18,0.0,2.5,0.309,0.42
4,continuous,secaas,79,5.45,63.17,0.0,2.508,0.311,0.423
4,continuous,secaas,80,4.94,63.17,0.0,2.508,0.312,0.426
4,continuous,secaas,81,5.17,63.18,0.0,2.516,0.314,0.429
4,continuous,secaas,82,4.36,63.17,0.0,2.516,0.316,0.431
4,continuous,secaas,83,5.7,63.18,0.0,2.523,0.318,0.434
4,continuous,secaas,84,6.6,63.17,0.0,2.523,0.319,0.437
4,continuous,secaas,85,20.83,63.32,0.0,2.609,0.341,0.464
4,continuous,secaas,86,14.19,63.21,0.0,2.641,0.353,0.478
4,continuous,secaas,87,5.48,63.34,0.0,2.648,0.355,0.481
4,continuous,secaas,88,5.0,63.38,0.0,2.648,0.356,0.484
4,continuous,secaas,89,4.96,63.34,0.0,2.656,0.358,0.486
4,continuous,secaas,90,4.98,63.21,0.0,2.656,0.359,0.489
4,continuous,secaas,91,4.73,63.22,0.0,2.664,0.361,0.492
4,continuous,secaas,92,6.57,63.21,0.0,2.664,0.363,0.494
4,continuous,secaas,93,5.5,63.21,0.0,2.672,0.365,0.497
4,continuous,secaas,94,5.13,63.34,0.0,2.672,0.367,0.5
4,continuous,secaas,95,5.63,63.21,0.0,2.68,0.369,0.503
4,continuous,secaas,96,11.37,63.23,0.0,2.68,0.37,0.505
4,continuous,secaas,97,5.26,63.21,0.0,2.688,0.372,0.508
4,continuous,secaas,98,4.99,63.21,0.0,2.688,0.374,0.511
4,continuous,secaas,99,5.42,63.21,0.0,2.695,0.376,0.514
4,continuous,secaas,100,4.47,63.22,0.0,2.695,0.377,0.516
4,continuous,secaas,101,4.87,63.21,0.0,2.703,0.379,0.519
4,continuous,secaas,102,4.84,63.22,0.0,2.703,0.381,0.522
4,continuous,secaas,103,6.24,63.21,0.0,2.711,0.382,0.524
4,continuous,secaas,104,5.35,63.22,0.0,2.711,0.384,0.527
4,continuous,secaas,105,27.77,63.23,0.0,2.844,0.416,0.566
4,continuous,secaas,106,4.89,63.22,0.0,2.844,0.417,0.568
4,continuous,secaas,107,5.71,63.22,0.0,2.852,0.419,0.571
4,continuous,secaas,108,5.45,63.23,0.0,2.852,0.421,0.573
4,continuous,secaas,109,5.23,63.22,0.0,2.859,0.423,0.577
4,continuous,secaas,110,5.58,63.22,0.0,2.859,0.425,0.579
4,continuous,secaas,111,5.71,63.22,0.0,2.867,0.427,0.582
4,continuous,secaas,112,4.38,63.22,0.0,2.867,0.428,0.585
4,continuous,secaas,113,4.86,63.29,0.0,2.875,0.43,0.588
4,continuous,secaas,114,5.89,63.23,0.0,2.875,0.432,0.59
4,continuous,secaas,115,5.11,63.22,0.0,2.883,0.434,0.593
4,continuous,secaas,116,4.67,63.25,0.0,2.883,0.435,0.596
4,continuous,secaas,117,5.32,63.23,0.0,2.891,0.437,0.599
4,continuous,secaas,118,4.44,63.35,0.0,2.891,0.439,0.601
4,continuous,secaas,119,5.6,63.34,0.0,2.898,0.441,0.604
4,continuous,secaas,121,4.8,63.32,0.0,2.93,0.442,0.606
4,continuous,secaas,122,3.57,63.19,0.0,2.93,0.442,0.606
4,continuous,secaas,123,4.82,63.18,0.0,2.93,0.442,0.606
4,startup,robot1-sidecar,0,14.87,37.87,0.0,0.016,0.034,0.038
4,startup,robot1-sidecar,1,8.67,39.53,0.0,0.016,0.053,0.06
4,startup,robot1-sidecar,2,7.89,41.86,0.0,0.039,0.071,0.078
4,startup,robot1-sidecar,3,3.96,42.14,0.0,0.039,0.077,0.08
4,startup,robot1-sidecar,4,3.7,42.09,0.0,0.039,0.078,0.081
4,startup,robot1-sidecar,5,3.7,42.09,0.0,0.039,0.078,0.081
4,startup,robot1-sidecar,6,4.87,42.09,0.0,0.039,0.078,0.081
4,startup,robot1-sidecar,7,4.87,42.16,0.0,0.039,0.078,0.081
4,startup,robot1-sidecar,8,3.71,42.09,0.0,0.039,0.078,0.081
4,startup,robot2-sidecar,0,15.45,37.86,0.0,0.016,0.033,0.037
4,startup,robot2-sidecar,1,8.62,39.31,0.0,0.016,0.052,0.059
4,startup,robot2-sidecar,2,7.8,41.26,0.0,0.039,0.068,0.075
4,startup,robot2-sidecar,3,4.01,41.71,0.0,0.039,0.074,0.077
4,startup,robot2-sidecar,4,4.54,41.67,0.0,0.039,0.077,0.078
4,startup,robot2-sidecar,5,3.89,41.66,0.0,0.039,0.077,0.078
4,startup,robot2-sidecar,6,3.57,41.65,0.0,0.039,0.077,0.078
4,startup,robot2-sidecar,7,3.43,41.65,0.0,0.039,0.077,0.078
4,startup,robot2-sidecar,8,4.63,41.66,0.0,0.039,0.077,0.078
4,startup,robot3-sidecar,0,14.26,37.85,0.0,0.016,0.033,0.038
4,startup,robot3-sidecar,1,8.11,39.17,0.0,0.016,0.052,0.058
4,startup,robot3-sidecar,2,7.48,41.3,0.0,0.039,0.069,0.075
4,startup,robot3-sidecar,3,3.86,41.64,0.0,0.039,0.075,0.077
4,startup,robot3-sidecar,4,4.06,41.63,0.0,0.039,0.076,0.078
4,startup,robot3-sidecar,5,3.42,41.63,0.0,0.039,0.076,0.078
4,startup,robot3-sidecar,6,5.03,41.63,0.0,0.039,0.076,0.078
4,startup,robot3-sidecar,7,3.38,41.64,0.0,0.039,0.076,0.078
4,startup,robot3-sidecar,8,4.73,41.64,0.0,0.039,0.076,0.078
4,startup,robot4-sidecar,0,14.57,37.67,0.0,0.016,0.034,0.038
4,startup,robot4-sidecar,1,8.48,37.92,0.0,0.016,0.052,0.059
4,startup,robot4-sidecar,2,7.32,37.88,0.0,0.039,0.069,0.076
4,startup,robot4-sidecar,3,4.21,38.05,0.0,0.039,0.076,0.078
4,startup,robot4-sidecar,4,3.77,37.89,0.0,0.039,0.077,0.079
4,startup,robot4-sidecar,5,3.52,37.89,0.0,0.039,0.077,0.079
4,startup,robot4-sidecar,6,3.91,37.89,0.0,0.039,0.077,0.079
4,startup,robot4-sidecar,7,4.86,37.98,0.0,0.039,0.077,0.079
4,startup,robot4-sidecar,8,3.64,37.89,0.0,0.039,0.077,0.079
4,startup,secaas,0,0.15,62.66,0.0,1.93,0.009,0.01
4,startup,secaas,1,14.4,63.04,0.0,1.945,0.019,0.024
4,startup,secaas,2,27.28,63.01,0.0,2.016,0.047,0.059
4,startup,secaas,3,5.79,63.01,0.0,2.023,0.049,0.062
4,startup,secaas,4,4.93,63.17,0.0,2.023,0.051,0.065
4,startup,secaas,5,4.42,63.0,0.0,2.039,0.052,0.065
4,startup,secaas,6,3.73,62.99,0.0,2.039,0.052,0.065
4,startup,secaas,7,3.66,62.99,0.0,2.039,0.052,0.065
4,startup,secaas,8,7.46,63.19,0.0,2.039,0.058,0.074
4,startup,secaas,9,5.02,63.07,0.0,2.039,0.061,0.078
8,continuous,robot1-sidecar,0,13.48,64.42,0.0,0.039,0.165,0.131
8,continuous,robot1-sidecar,1,10.03,62.81,0.0,0.039,0.188,0.156
8,continuous,robot1-sidecar,2,10.6,62.93,0.0,0.055,0.219,0.19
8,continuous,robot1-sidecar,3,9.2,62.94,0.0,0.055,0.24,0.214
8,continuous,robot1-sidecar,4,8.52,62.95,0.0,0.07,0.26,0.234
8,continuous,robot1-sidecar,5,5.47,62.95,0.0,0.07,0.269,0.236
8,continuous,robot1-sidecar,6,4.48,63.07,0.0,0.078,0.277,0.238
8,continuous,robot1-sidecar,7,3.88,63.54,0.0,0.078,0.282,0.24
8,continuous,robot1-sidecar,8,4.33,63.85,0.0,0.086,0.291,0.243
8,continuous,robot1-sidecar,9,4.37,64.07,0.0,0.086,0.296,0.245
8,continuous,robot1-sidecar,10,5.8,64.46,0.0,0.094,0.303,0.248
8,continuous,robot1-sidecar,11,4.74,64.77,0.0,0.094,0.311,0.25
8,continuous,robot1-sidecar,12,4.25,65.17,0.0,0.102,0.317,0.252
8,continuous,robot1-sidecar,13,5.43,65.46,0.0,0.102,0.323,0.254
8,continuous,robot1-sidecar,14,4.6,65.76,0.0,0.109,0.332,0.257
8,continuous,robot1-sidecar,15,5.05,66.14,0.0,0.109,0.337,0.259
8,continuous,robot1-sidecar,16,4.83,40.51,0.0,0.117,0.343,0.262
8,continuous,robot1-sidecar,17,4.54,40.55,0.0,0.117,0.351,0.264
8,continuous,robot1-sidecar,18,4.08,40.49,0.0,0.125,0.358,0.267
8,continuous,robot1-sidecar,19,3.9,40.49,0.0,0.125,0.363,0.269
8,continuous,robot1-sidecar,20,15.66,42.33,0.0,0.133,0.383,0.288
8,continuous,robot1-sidecar,21,8.58,42.34,0.0,0.133,0.404,0.314
8,continuous,robot1-sidecar,22,8.62,44.32,0.0,0.148,0.431,0.344
8,continuous,robot1-sidecar,24,8.05,47.54,0.0,0.148,0.456,0.37
8,continuous,robot1-sidecar,25,7.54,49.2,0.0,0.164,0.472,0.383
8,continuous,robot1-sidecar,26,5.11,49.48,0.0,0.164,0.479,0.385
8,continuous,robot1-sidecar,27,4.82,49.9,0.0,0.172,0.489,0.388
8,continuous,robot1-sidecar,28,4.79,50.3,0.0,0.172,0.495,0.39
8,continuous,robot1-sidecar,29,5.04,50.6,0.0,0.18,0.503,0.393
8,continuous,robot1-sidecar,30,4.06,50.89,0.0,0.18,0.51,0.395
8,continuous,robot1-sidecar,31,4.67,51.36,0.0,0.188,0.516,0.397
8,continuous,robot1-sidecar,32,4.43,51.74,0.0,0.188,0.522,0.399
8,continuous,robot1-sidecar,33,5.29,52.09,0.0,0.195,0.531,0.402
8,continuous,robot1-sidecar,34,4.19,41.82,0.0,0.195,0.536,0.404
8,continuous,robot1-sidecar,35,4.38,41.98,0.0,0.203,0.544,0.407
8,continuous,robot1-sidecar,36,4.28,42.12,0.0,0.211,0.55,0.409
8,continuous,robot1-sidecar,37,5.5,41.99,0.0,0.211,0.557,0.411
8,continuous,robot1-sidecar,38,4.28,42.0,0.0,0.211,0.564,0.413
8,continuous,robot1-sidecar,39,4.41,42.01,0.0,0.219,0.571,0.416
8,continuous,robot1-sidecar,40,3.93,42.01,0.0,0.219,0.577,0.418
8,continuous,robot1-sidecar,41,16.23,45.53,0.0,0.227,0.597,0.442
8,continuous,robot1-sidecar,42,9.23,43.95,0.0,0.227,0.63,0.489
8,continuous,robot1-sidecar,43,9.57,47.18,0.0,0.234,0.653,0.514
8,continuous,robot1-sidecar,44,9.49,51.26,0.0,0.25,0.682,0.548
8,continuous,robot1-sidecar,45,9.13,42.2,0.0,0.25,0.707,0.574
8,continuous,robot1-sidecar,46,7.77,42.22,0.0,0.266,0.729,0.598
8,continuous,robot1-sidecar,47,3.73,42.21,0.0,0.266,0.738,0.6
