container,t_rel_s,cpu_percent,mem_mb,blk_read_mb,blk_write_mb,net_rx_mb,net_tx_mb
secaas,78,6.98,56.66,0.0,1.484,0.318,0.434
secaas,79,9.35,56.54,0.0,1.508,0.324,0.442
secaas,80,5.01,56.54,0.0,1.516,0.327,0.446
secaas,81,21.28,56.56,0.0,1.609,0.351,0.476
secaas,82,4.91,56.55,0.0,1.617,0.353,0.478
secaas,83,4.61,56.55,0.0,1.617,0.355,0.481
secaas,84,4.93,56.55,0.0,1.617,0.356,0.484
secaas,85,5.46,56.55,0.0,1.625,0.358,0.487
secaas,86,4.45,56.55,0.0,1.633,0.36,0.49
secaas,87,4.97,56.69,0.0,1.633,0.362,0.492
secaas,88,5.39,56.55,0.0,1.641,0.364,0.495
secaas,89,4.23,56.55,0.0,1.641,0.365,0.497
secaas,90,4.89,56.56,0.0,1.648,0.367,0.5
secaas,91,5.74,56.55,0.0,1.648,0.369,0.503
secaas,92,5.38,56.55,0.0,1.656,0.371,0.506
secaas,93,4.87,56.55,0.0,1.656,0.372,0.508
secaas,94,7.23,56.68,0.0,1.695,0.377,0.514
secaas,95,9.49,56.55,0.0,1.695,0.384,0.524
secaas,96,18.1,56.7,0.0,1.766,0.403,0.549
secaas,97,9.47,56.7,0.0,1.797,0.411,0.558
secaas,98,5.67,56.57,0.0,1.805,0.413,0.561
secaas,99,5.09,56.57,0.0,1.805,0.415,0.563
secaas,100,4.88,56.57,0.0,1.812,0.418,0.566
secaas,101,4.63,56.57,0.0,1.812,0.42,0.569
secaas,102,5.45,56.57,0.0,1.82,0.423,0.572
secaas,103,5.2,56.57,0.0,1.82,0.425,0.574
secaas,104,4.76,56.57,0.0,1.828,0.427,0.577
secaas,105,5.22,56.69,0.0,1.828,0.429,0.58
secaas,106,5.62,56.57,0.0,1.836,0.431,0.583
secaas,107,4.32,56.57,0.0,1.836,0.432,0.585
secaas,108,5.42,56.57,0.0,1.844,0.434,0.588
secaas,109,6.11,56.57,0.0,1.844,0.436,0.59
secaas,110,20.79,56.69,0.0,1.961,0.461,0.621
secaas,111,6.52,56.58,0.0,1.961,0.463,0.625
secaas,112,10.32,56.58,0.0,2.008,0.473,0.638
secaas,113,5.04,56.58,0.0,2.008,0.474,0.64
secaas,114,4.88,56.58,0.0,2.016,0.476,0.643
secaas,115,4.55,56.58,0.0,2.016,0.478,0.645
secaas,116,5.02,56.59,0.0,2.023,0.48,0.648
secaas,117,5.11,56.59,0.0,2.023,0.481,0.651
secaas,118,5.53,56.58,0.0,2.031,0.483,0.654
secaas,119,4.98,56.59,0.0,2.031,0.485,0.656
secaas,120,7.02,56.58,0.0,2.039,0.487,0.659
secaas,121,4.9,56.58,0.0,2.039,0.489,0.661
secaas,122,6.21,56.58,0.0,2.047,0.491,0.664
secaas,123,4.0,56.59,0.0,2.047,0.492,0.667
secaas,124,5.13,56.58,0.0,2.055,0.494,0.67
secaas,125,5.99,56.71,0.0,2.055,0.496,0.672
secaas,126,21.54,56.58,0.0,2.18,0.521,0.704
secaas,127,4.1,56.7,0.0,2.18,0.523,0.707
secaas,128,12.23,56.59,0.0,2.227,0.533,0.72
secaas,129,5.6,56.58,0.0,2.227,0.534,0.722
secaas,130,5.58,56.58,0.0,2.234,0.536,0.725
secaas,131,4.78,56.71,0.0,2.234,0.538,0.727
secaas,132,4.38,56.71,0.0,2.242,0.54,0.73
secaas,133,4.69,56.59,0.0,2.242,0.541,0.733
secaas,134,5.41,56.58,0.0,2.25,0.543,0.736
secaas,135,5.1,56.59,0.0,2.25,0.545,0.738
secaas,136,6.45,56.71,0.0,2.258,0.547,0.741
secaas,138,5.55,56.59,0.0,2.258,0.548,0.744
secaas,139,6.13,56.58,0.0,2.266,0.55,0.747
secaas,140,5.15,56.58,0.0,2.266,0.552,0.749
secaas,141,5.4,56.58,0.0,2.273,0.554,0.752
secaas,142,5.71,56.71,0.0,2.273,0.555,0.754
secaas,143,25.9,56.61,0.0,2.461,0.589,0.796
secaas,144,5.24,56.61,0.0,2.461,0.59,0.798
secaas,145,5.38,56.6,0.0,2.469,0.592,0.801
secaas,146,5.7,56.73,0.0,2.469,0.594,0.804
secaas,147,4.89,56.6,0.0,2.477,0.596,0.807
secaas,148,5.09,56.6,0.0,2.477,0.597,0.809
secaas,149,4.65,56.61,0.0,2.484,0.599,0.812
secaas,150,4.63,56.6,0.0,2.484,0.601,0.815
secaas,151,4.96,56.61,0.0,2.492,0.603,0.818
secaas,152,5.01,56.73,0.0,2.492,0.605,0.82
secaas,153,5.3,56.61,0.0,2.5,0.606,0.823
secaas,154,5.01,56.61,0.0,2.5,0.608,0.825
secaas,155,5.15,56.61,0.0,2.508,0.61,0.829
secaas,156,5.06,56.6,0.0,2.508,0.612,0.831
secaas,157,5.76,56.73,0.0,2.516,0.614,0.834
secaas,158,5.09,56.61,0.0,2.516,0.615,0.836
secaas,159,27.0,56.62,0.0,2.711,0.649,0.878
secaas,160,5.84,56.61,0.0,2.711,0.651,0.88
secaas,161,5.42,56.61,0.0,2.719,0.654,0.883
secaas,162,4.9,56.61,0.0,2.719,0.656,0.886
secaas,164,1.17,56.61,0.0,2.734,0.661,0.891
secaas,165,4.51,56.61,0.0,2.734,0.663,0.894
secaas,167,1.34,56.61,0.0,2.742,0.666,0.9
secaas,168,5.01,56.61,0.0,2.75,0.668,0.902
secaas,169,6.12,56.61,0.0,2.75,0.67,0.905
secaas,170,5.39,56.61,0.0,2.75,0.671,0.907
secaas,171,4.96,56.73,0.0,2.758,0.673,0.91
secaas,172,4.23,56.61,0.0,2.758,0.675,0.913
secaas,173,5.27,56.61,0.0,2.766,0.677,0.916
secaas,174,6.29,56.61,0.0,2.766,0.679,0.918
secaas,175,26.5,56.63,0.0,2.992,0.712,0.96
secaas,176,4.78,56.74,0.0,3.0,0.714,0.963
secaas,177,5.38,56.62,0.0,3.0,0.716,0.966
secaas,178,4.75,56.62,0.0,3.008,0.717,0.969
secaas,179,4.95,56.75,0.0,3.008,0.719,0.971
secaas,180,6.26,56.59,0.0,3.016,0.721,0.974
secaas,181,5.87,56.73,0.0,3.016,0.723,0.977
secaas,182,6.09,56.59,0.0,3.023,0.725,0.98
secaas,183,6.08,56.9,0.0,3.078,0.727,0.982
